Address,LocationName
"11060 Anderson Street, Loma Linda, CA 92350",Loma Linda University
"4901 E. Carson St., Long Beach, CA 90808-1706",Long Beach City College
"16200 E Amber Valley Dr, Whittier, CA 90604",Southern California University of Health Sciences
"1111 Figueroa Place, Wilmington, CA 90744-2397",Los Angeles Harbor College
"6201 Winnetka Ave, Woodland Hills, CA 91371-0002",Los Angeles Pierce College
"1600 W Imperial Hwy., Los Angeles, CA 90047-4899",Los Angeles Southwest College
"400 W Washington Blvd, Los Angeles, CA 90015-4181",Los Angeles Trade Technical College
"5800 Fulton Avenue, Valley Glen, CA 91401-4096",Los Angeles Valley College
"21726 Placerita Canyon Road, Santa Clarita, CA 91321-1200",The Master's University and Seminary
"855 N Vermont Ave, Los Angeles, CA 90029",Los Angeles City College
"1237 N. Mission Rd., Los Angeles, CA 90033-1084",Los Angeles County College of Nursing and Allied Health
"13356 Eldridge Avenue, Sylmar, CA 91342-3245",Los Angeles Mission College
"2700 East Leland Road, Pittsburg, CA 94565",Los Medanos College
"1919 Spanos Ct, Sacramento, CA 95825-3981",Los Rios Community College District Office
"One LMU Drive, Los Angeles, CA 90045-2659",Loyola Marymount University
"3756 N Blackstone Ave, Fresno, CA 93726",Manchester Beauty College
"1400 W Inyo St, Tulare, CA 93274",Tulare Beauty College
"186 Wikiup Dr, Santa Rosa, CA 95403",Lytle's Redwood Empire Beauty College Inc
"6006 N. El Dorado Street, Stockton, CA 95207-4349","MTI Business College of Stockton, Inc"
"5221 Madison Ave, Sacramento, CA 95841-9817",MTI College
"4330 Watt Ave., Suite 400, Sacramento, CA 95821",Brightwood College - Sacramento
"9055 Balboa Avenue, San Diego, CA 92123",Brightwood College - San Diego
"2022 University Drive, Vista, CA 92083-7736",Brightwood College - Vista
"835 College Ave, Kentfield, CA 94904-2590",College of Marin
"1241 S. Soto Street Suite #101, Los Angeles, CA 90023",Marinello School of Beauty - Los Angeles
"2700 Colorado Blvd Ste 266, Los Angeles, CA 90041",Marinello School of Beauty - Los Angeles
"30800 Palos Verdes Dr. East, Rancho Palos Verdes, CA 90275-6299",Marymount California University
"1000 Hensley Creek Road, Ukiah, CA 95482",Mendocino College
"1000 El Camino Real, Atherton, CA 94027-4301",Menlo College
"1717 S Chestnut Ave, Fresno, CA 93702",Fresno Pacific Biblical Seminary
"3600 M St, Merced, CA 95348-2898",Merced College
"12500 Campus Dr, Oakland, CA 94619-3196",Merritt College
"5000 MacArthur Blvd, Oakland, CA 94613",Mills College
"One Barnard Dr, Oceanside, CA 92056-3899",Miracosta College
"1035 Market Street, San Francisco, CA 94103",Marinello School of Beauty - San Francisco
"3000 Mission College Blvd, Santa Clara, CA 95054-1897",Mission College
"699 South C St, Oxnard, CA 93030",Modern Beauty Academy
"15400 West Sherman Way, Suite 101, Van Nuys, CA 91406",Brightwood College - North Hollywood
"435 College Ave, Modesto, CA 95350-5800",Modesto Junior College
"3815 Telegraph Ave, Oakland, CA 94609-2419",Moler Barber College
"980 Fremont St, Monterey, CA 93940-4799",Monterey Peninsula College
"790 East Duane Avenue, Sunnyvale, CA 94085",Montessori Teacher Education Center - San Francisco Bay Area
"4544 Pocahontas Ave., San Diego, CA 92117",Montessori Center for Teacher Education (San Diego)
"5856 Belgrave Avenue, Garden Grove, CA 92845",Montessori Western Teacher Training Program
"7075 Campus Rd, Moorpark, CA 93021-1695",Moorpark College
"124 North Brand Boulevard, Glendale, CA 91203",Moro Beauty College
"1100 N Grand Ave, Walnut, CA 91789-1399",Mt San Antonio College
"12001 Chalon Road, Los Angeles, CA 90049",Mount Saint Mary's University
"1499 N State St, San Jacinto, CA 92583-2399",Mt San Jacinto College
"123 Camino de la Reina, Suite 100 North, San Diego, CA 92108",Mueller College
"6752 Hollywood Boulevard, Hollywood, CA 90028",Musicians Institute
"2277 Napa-Vallejo Hwy, Napa, CA 94558-6236",Napa Valley College
"814 Mission Street,  Suite 500, San Francisco, CA 94103-9946",Everest Institute - San Francisco
"18040 Sherman Way, Suite 400, Reseda, CA 91335",Everest College - Reseda
"3460 Wilshire Blvd Ste 500, Los Angeles, CA 90010",Everest College - Los Angeles
"1245 South Winchester Blvd #102, San Jose, CA 95128",Everest Institute - San Jose
"1045 W. Redondo Beach Boulevard, Suite 275, Gardena, CA 90247",Everest College - Gardena
"2215 Mission Rd, Alhambra, CA 91803",Everest College - Alhambra
"217 Club Center Drive, Ste. A, San Bernardino, CA 92408",Everest College - San Bernardino
"14271 Story Rd, San Jose, CA 95127-3823",The National Hispanic University
"5900 Doyle Street, Emeryville, CA 94608",National Holistic Institute
"11255 North Torrey Pines Road, La Jolla, CA 92037-1011",National University
"1 University Ave, Monterey, CA 93943-5002",Naval Postgraduate School
"777 Valencia St., San Francisco, CA 94110",New College of California
"1249 F St, San Diego, CA 92101",NewSchool of Architecture and Design
"16852 Devonshire Blvd, Granada Hills, CA 91344-7401",Newberry School of Beauty
"124 Floyd Avenue, Modesto, CA 95350-2381",North Adrian's Beauty College
"1830 Romneya Drive, Anaheim, CA 92801-1819",North Orange County Community College District
"11450 Sharp Avenue, Mission Hills, CA 91345",North Valley Occupational Center - Aviation Center
"134 W Holt Ave, Pomona, CA 91768",North-West College - Pomona
"2121 W Garvey Ave, West Covina, CA 91790",North-West College-West Covina
"530 E Union, Pasadena, CA 91101",North-West College - Pasadena
"47671 Westinghouse Drive, Fremont, CA 94539",Northwestern Polytechnic University
"1500 Ralston Ave, Belmont, CA 94002-1908",Notre Dame de Namur University
"1600 Campus Rd, Los Angeles, CA 90041-3314",Occidental College
"1575 S Coast Hwy, Oceanside, CA 92054-5356",Oceanside College of Beauty
"43600 Mission Blvd, Fremont, CA 94539-0390",Ohlone College
"1200 O'Brien Drive, Menlo Park, CA 94025",Opportunities Industrialization Center - West
"2701 Fairview Road, Costa Mesa, CA 92628-5005",Orange Coast College
"9045 Lincoln Blvd, Los Angeles, CA 90045",Otis College of Art and Design
"4000 S Rose Ave, Oxnard, CA 93033-6699",Oxnard College
"2500 E Nutwood Ave, Fullerton, CA 92831",Hope International University
"4393 Imperial Avenue, Suite 100, San Diego, CA 92113-1964",Concorde Career College
"1791 Arastadero Road, Palo Alto, CA 94303",Palo Alto University
"55 Eureka Street, Pasadena, CA 91103",Pacific Oaks College
"1798 Scenic Ave, Berkeley, CA 94709",Pacific School of Religion
"3424 Wilshire Blvd., 12th Floor, Los Angeles, CA 90010",Pacific States University
"One Angwin Ave, Angwin, CA 94508-9797",Pacific Union College
"3601 Pacific Ave, Stockton, CA 95211",University of the Pacific
"13545 Van Nuys Boulevard, Pacoima, CA 91331",Pacoima Skills Center
"One College Drive, Blythe, CA 92225",Palo Verde College
"1140 W. Mission, San Marcos, CA 92069-1487",Palomar College
"1655 Willow Pass Road, Concord, CA 94520",Paris Beauty College
"1570 E Colorado Blvd, Pasadena, CA 91106-2003",Pasadena City College
"2433 Coolidge Ave, Oakland, CA 94601",Patten University
"24255 Pacific Coast Hwy, Malibu, CA 90263",Pepperdine University
"333 E Eighth St, Oakland, CA 94606",Peralta Community College System Office
"1050 North Mills Avenue, Claremont, CA 91711-6101",Pitzer College
"6250 El Cajon Blvd, San Diego, CA 92115-3919",Platt College-San Diego
"3900 Lomaland Dr, San Diego, CA 92106-2899",Point Loma Nazarene University
"550 North College Avenue, Claremont, CA 91711-6301",Pomona College
"100 E College Ave, Porterville, CA 93257",Porterville College
"3901 Via Oro Avenue, Suite 103, Long Beach, CA 90502",Westwood College - Long Beach
"10801 E. Valley Mall, El Monte, CA 91731",Professional Institute of Beauty
"PO Box 3908, Fremont, CA 94539",Queen of the Holy Rosary College
"1530 W. 17th Street, Santa Ana, CA 92706-3398",Santa Ana College
"1776 Main Street Box 2138, Santa Monica, CA 90407-2138",Pardee RAND Graduate School
"1200 E. Colton Ave PO Box 3080, Redlands, CA 92373-0999",University of Redlands
"7351 Tompkins Hill Rd, Eureka, CA 95501-9300",College of the Redwoods
"1385 E. Foothill Blvd, Upland, CA 91786",Salon Success Academy - Upland
"2097 Compton Avenue, Suite 201, Corona, CA 92881",Salon Success Academy
"3600 Workman Mill Rd, Whittier, CA 90601-1699",Rio Hondo College
"4800 Magnolia Ave, Riverside, CA 92506-1299",Riverside City College
"8531 E Valley Blvd, Rosemead, CA 91770-1639",Rosemead Beauty School
"440 Shatto Pl, Los Angeles, CA 90020-1704",Dongguk University - Los Angeles
"3835 Freeport Blvd, Sacramento, CA 95822-1386",Sacramento City College
"28000 Marguerite Pky, Mission Viejo, CA 92692-3635",Saddleback College
"5012 Seminary Road, Camarillo, CA 93012-2500",St. John's Seminary in California
"320 Middlefield Road, Menlo Park, CA 94025-3596",St. Patrick's Seminary and University
"30840 Hawthorne Blvd., Rancho Palos Verdes, CA 90275",Salvation Army College for Officer Training at Crestmont
"1730 W. Olympic Blvd., 3rd Floor, Los Angeles, CA 90015",Samra University of Oriental Medicine
"3100 Telegraph Ave, Oakland, CA 94609",Samuel Merritt University
"3375 Camino Del Rio S, San Diego, CA 92108-3883",San Diego Community College District-District Office
"1313 Park Boulevard, San Diego, CA 92101-4787",San Diego City College
"7250 Mesa College Dr, San Diego, CA 92111-4998",San Diego Mesa College
"10440 Black Mountain Rd, San Diego, CA 92126-2999",San Diego Miramar College
"5500 Campanile Dr, San Diego, CA 92182-8000",San Diego State University
"5998 Alcala Park, San Diego, CA 92110-2492",University of San Diego
"800 Chestnut St, San Francisco, CA 94133",San Francisco Art Institute
"50 Oak Street, San Francisco, CA 94102",San Francisco Conservatory of Music
"1600 Holloway Ave, San Francisco, CA 94132",San Francisco State University
"105 Seminary Road, San Anselmo, CA 94960-2925",San Francisco Theological Seminary
"2130 Fulton St, San Francisco, CA 94117-1080",University of San Francisco
"901 Fifth St, Clovis, CA 93612-1312",San Joaquin College of Law
"5151 Pacific Ave, Stockton, CA 95207",San Joaquin Delta College
"8400 W Mineral King Ave, Visalia, CA 93291-9283",San Joaquin Valley College
"333 Sunset Blvd., Rocklin, CA 95765",William Jessup University
"4750 San Felipe Rd, San Jose, CA 95135-1599",San Jose-Evergreen Community College District
"2100 Moorpark Ave, San Jose, CA 95128-2798",San Jose City College
"1 Washington Sq, San Jose, CA 95192-0001",San Jose State University
"3401 Csm Drive, San Mateo, CA 94402",San Mateo County Community College District Office
"1700 W Hillsdale Blvd, San Mateo, CA 94402-3784",College of San Mateo
"5300 California Avenue, Bakersfield, CA 93309",Santa Barbara Business College - Bakersfield
"303 East Plaza Drive, Santa Maria, CA 93454",Santa Barbara Business College - Santa Maria
"721 Cliff Dr, Santa Barbara, CA 93109-2394",Santa Barbara City College
"500 El Camino Real, Santa Clara, CA 95053-0015",Santa Clara University
"1900 Pico Blvd, Santa Monica, CA 90405-1628",Santa Monica College
"1501 Mendocino Avenue, Santa Rosa, CA 95401-4395",Santa Rosa Junior College
"475 14th Street, 9th Floor, Oakland, CA 94612",Saybrook University
"1030 N Columbia Ave, Claremont, CA 91711-3905",Scripps College
"200 Whitney Place, Fremont, CA 94539",WyoTech - Fremont
"915 S Mooney Blvd, Visalia, CA 93277-2214",College of the Sequoias
"2951 Goodwater Ave., Redding, CA 96002",Shasta Bible College & Graduate School
"11555 Old Oregon Trail, Redding, CA 96003",Shasta College
"5000 Rocklin Road, Rocklin, CA 95677-3397",Sierra College
"1340 W 18th St, Merced, CA 95340",Sierra College of Beauty
"4747 N First St Bldg D, Fresno, CA 93726",Sierra Valley College of Court Reporting
"2211 College View Drive, Redding, CA 96003-8606",Simpson University
"800 College Ave, Weed, CA 96094-2899",College of the Siskiyous
"5451 Lemon Hill Ave, Sacramento, CA 95824-1529",Charles A. Jones Skills and Business Education Center
"3300 College Dr, San Bruno, CA 94066-1698",Skyline College
"701 South Mount Vernon Avenue, San Bernardino, CA 92410-2798",San Bernardino Valley College
"1928 Saint Marys Road, Moraga, CA 94556",Saint Mary's College of California
"4000 Suisun Valley Rd, Fairfield, CA 94534-3197",Solano Community College
"1801 E Cotati Ave, Rohnert Park, CA 94928-3609",Sonoma State University
"1000 South Fremont Avenue, Bldg A-11, Suite 11010, Alhambra, CA 91803",Pinnacle College
"1126 N Brookhurst St, Anaheim, CA 92801-1701",South Baylo University
"2011 W. Chapman Avenue, Orange, CA 92868-2616",South Coast College
"55 Fair Dr, Costa Mesa, CA 92626",Vanguard University of Southern California
"12951 Euclid Street, Suite 101, Garden Grove, CA 92840-9201",Concorde Career College
"900 Otay Lakes Rd, Chula Vista, CA 91910-7299",Southwestern College
"5012 Seminary Rd, Camarillo, CA 93012-2599",St. John's Seminary (CA)
"785 Market Street, Suite 300, San Francisco, CA 94103",St. Giles College
"2441 Le Conte Ave, Berkeley, CA 94709",Starr King School for the Ministry
"1525 E. Weldon Avenue, Fresno, CA 93704",State Center Community College District
"2575 Yorba Linda Blvd, Fullerton, CA 92831-1699",Marshall B. Ketchum University
"960 E. 3rd Street, Los Angeles, CA 90013-1822",Southern California Institute of Architecture
"University Park, Los Angeles, CA 90089-0012",University of Southern California
"3050 Wilshire Boulevard, Los Angeles, CA 90010-1106",Southwestern Law School
"29 Emmons Park Drive, Taft, CA 93268",Taft College
"990-A Klamath Lane, Yuba City, CA 95993",Cambridge Junior College - Yuba City
"1325 N College Ave, Claremont, CA 91711-3199",Claremont School of Theology
"10000 N Ojai Rd, Santa Paula, CA 93060",Thomas Aquinas College
"23635 El Toro Road Suite K, Lake Forest, CA 92630",Marinello School of Beauty - Lake Forest
"4150 Long Beach Blvd., Long Beach, CA 90807",Travel and Trade Career Institute
"3870 Murphy Canyon Road, Suite 310, San Diego, CA 92123",Travel University International
"4330 Auburn Boulevard, Sacramento, CA 95841",Epic Bible College and Graduate School
"1090 Eugenia Place, Suite 101, Carpinteria, CA 93013",Truck Marketing Institute
"201 East Airport Drive, Suite A, San Bernardino, CA 92408-3403",Concorde Career College
"8619 S. Vermont Ave, Los Angeles, CA 90044",Universal College of Beauty Inc
"597 C St, Hayward, CA 94541-5027",Vallecitos CET Inc
"12412 Victory Boulevard, North Hollywood, CA 91606-9932",Concorde Career College
"4667 Telegraph Rd, Ventura, CA 93003-3872",Ventura College
"16515 Mojave Dr, Victorville, CA 92395",Bridges Beauty College
"18422 Bear Valley Rd, Victorville, CA 92395-5849",Victor Valley College
"2050 Center Street, Berkeley, CA 94704",Berkeley City College
"155 Fifth Ave S, Minneapolis, MN 55401",Walden University
"10925 South  Central Ave, Los Angeles, CA 90059",Maxine Waters Employment Preparation Center
"300 Cherry Lane, Coalinga, CA 93210",West Hills College - Coalinga
"9000 Overland Avenue, Culver City, CA 90230-3519",West Los Angeles College
"9920 S. La Cienega Blvd. #404, Inglewood, CA 90301",The University of West Los Angeles
"14000 Fruitvale Ave, Saratoga, CA 95070",West Valley College
"6200 Winnetka Ave, Woodland Hills, CA 91367",West Valley Occupational Center
"8909 Folsom Blvd, Sacramento, CA 95826",Carrington College
"1725 Bear Valley Parkway, Escondido, CA 92027-4128",Westminster Theological Seminary in California
"955 La Paz Rd, Santa Barbara, CA 93108-1089",Westmont College
